pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,5,833,182,57622,ENSG00000108244;ENSG00000133392;ENSG00000171431;ENSG00000175084;ENSG00000184292,0.12524974821177057,0.16683100376277063,GO_BP
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,3,392,182,57622,ENSG00000015413;ENSG00000145423;ENSG00000184292,0.128036266198166,0.17014502152544264,GO_BP
GOBP_REGULATION_OF_BLOOD_PRESSURE,2,197,182,57622,ENSG00000100604;ENSG00000166825,0.12885471072582283,0.17094724956292495,GO_BP
GOBP_MUSCLE_CELL_DEVELOPMENT,2,198,182,57622,ENSG00000105664;ENSG00000133392,0.12991217432434093,0.17206337897200563,GO_BP
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,3,399,182,57622,ENSG00000105664;ENSG00000170835;ENSG00000198788,0.13298575995359235,0.17584163608481646,GO_BP
GOBP_INSULIN_SECRETION,2,202,182,57622,ENSG00000100604;ENSG00000183844,0.13416216027579345,0.176809734403198,GO_BP
GOBP_MAINTENANCE_OF_CELL_NUMBER,2,202,182,57622,ENSG00000101144;ENSG00000183734,0.13416216027579345,0.176809734403198,GO_BP
GOBP_REGULATION_OF_T_CELL_ACTIVATION,3,403,182,57622,ENSG00000167244;ENSG00000183734;ENSG00000188257,0.13584381588578875,0.17873004536378156,GO_BP
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,2,204,182,57622,ENSG00000100604;ENSG00000104267,0.13629891023448815,0.1788053918375037,GO_BP
GOBP_LYMPHOCYTE_ACTIVATION,5,857,182,57622,ENSG00000103375;ENSG00000167244;ENSG00000183734;ENSG00000188257;ENSG00000211899,0.13635034277055874,0.1788053918375037,GO_BP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,2,205,182,57622,ENSG00000149968;ENSG00000196611,0.13737014483710683,0.17984643962226488,GO_BP
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,3,407,182,57622,ENSG00000154269;ENSG00000183734;ENSG00000204936,0.1387230071446535,0.18102215358548226,GO_BP
GOBP_EMBRYONIC_MORPHOGENESIS,4,628,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000145423;ENSG00000167244,0.1386278758527789,0.18102215358548226,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,2,207,182,57622,ENSG00000066405;ENSG00000100604,0.1395182209210761,0.18176187210012532,GO_BP
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,2,208,182,57622,ENSG00000015413;ENSG00000163586,0.1405950178196841,0.18286541533409892,GO_BP
GOBP_VESICLE_MEDIATED_TRANSPORT,8,1624,182,57622,ENSG00000100604;ENSG00000106483;ENSG00000162896;ENSG00000163586;ENSG00000169429;ENSG00000187908;ENSG00000188373;ENSG00000204936,0.14395208385790573,0.18662191978972795,GO_BP
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,2,211,182,57622,ENSG00000066405;ENSG00000204936,0.1438361789759902,0.18662191978972795,GO_BP
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,2,212,182,57622,ENSG00000133392;ENSG00000184292,0.14492008327785577,0.1875713598197938,GO_BP
GOBP_METAL_ION_TRANSPORT,5,878,182,57622,ENSG00000016490;ENSG00000066230;ENSG00000080493;ENSG00000134827;ENSG00000148346,0.1464104528095496,0.18919272798117123,GO_BP
GOBP_SENSORY_ORGAN_DEVELOPMENT,4,645,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000140807;ENSG00000183734,0.14837463330095121,0.19111036910607956,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,5,882,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000145423;ENSG00000184292;ENSG00000188257,0.14836217829535278,0.19111036910607956,GO_BP
GOBP_T_CELL_PROLIFERATION,2,218,182,57622,ENSG00000167244;ENSG00000188257,0.15145893200165458,0.19476786732361398,GO_BP
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,2,220,182,57622,ENSG00000102837;ENSG00000184292,0.15365153400366138,0.19663443901433192,GO_BP
GOBP_CELL_MATURATION,2,220,182,57622,ENSG00000091138;ENSG00000124882,0.15365153400366138,0.19663443901433192,GO_BP
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,2,220,182,57622,ENSG00000163586;ENSG00000170835,0.15365153400366138,0.19663443901433192,GO_BP
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,2,221,182,57622,ENSG00000012817;ENSG00000134240,0.15475017575716363,0.19772253595939365,GO_BP
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,2,222,182,57622,ENSG00000134240;ENSG00000167244,0.1558503505189866,0.19880910098255344,GO_BP
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,8,1659,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000124882;ENSG00000136872;ENSG00000145423;ENSG00000167244;ENSG00000183734;ENSG00000243709,0.1563302272634177,0.19910217744268877,GO_BP
GOBP_RESPONSE_TO_VIRUS,3,432,182,57622,ENSG00000140279;ENSG00000148346;ENSG00000187908,0.15717096027926217,0.19953442485214146,GO_BP
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,2,223,182,57622,ENSG00000154269;ENSG00000172016,0.15695203781079312,0.19953442485214146,GO_BP
GOBP_REGULATION_OF_HEART_CONTRACTION,2,224,182,57622,ENSG00000100604;ENSG00000175084,0.1580552172669768,0.20033750468871583,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,7,1406,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000124882;ENSG00000145423;ENSG00000167244;ENSG00000183734;ENSG00000243709,0.15869952335579102,0.20083437295899786,GO_BP
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,4,663,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000154269;ENSG00000163586,0.15897498779537983,0.20086363537321006,GO_BP
GOBP_REGULATION_OF_CELL_ACTIVATION,4,664,182,57622,ENSG00000154269;ENSG00000167244;ENSG00000183734;ENSG00000188257,0.15957201850586678,0.20129845757633907,GO_BP
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,2,226,182,57622,ENSG00000060718;ENSG00000184292,0.1602659717707122,0.20185397710361852,GO_BP
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,3,437,182,57622,ENSG00000104267;ENSG00000148346;ENSG00000179914,0.1609487783296578,0.20239372440822687,GO_BP
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,2,228,182,57622,ENSG00000066405;ENSG00000134240,0.16248245334100503,0.20400005182876974,GO_BP
GOBP_LEUKOCYTE_DIFFERENTIATION,4,670,182,57622,ENSG00000066405;ENSG00000103375;ENSG00000183734;ENSG00000211899,0.16317164313820606,0.20429256711339777,GO_BP
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,3,440,182,57622,ENSG00000100604;ENSG00000166869;ENSG00000171431,0.1632287345277902,0.20429256711339777,GO_BP
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,3,441,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000183734,0.16399089230720135,0.20460305685976846,GO_BP
GOBP_REGULATION_OF_PHOSPHORYLATION,3,441,182,57622,ENSG00000124882;ENSG00000145423;ENSG00000179914,0.16399089230720135,0.20460305685976846,GO_BP
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,3,442,182,57622,ENSG00000091138;ENSG00000124882;ENSG00000167244,0.1647541255953915,0.20523362124245953,GO_BP
GOBP_MONONUCLEAR_CELL_MIGRATION,2,232,182,57622,ENSG00000183734;ENSG00000188373,0.16693196376803165,0.20762162993648936,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,3,449,182,57622,ENSG00000118785;ENSG00000154269;ENSG00000172016,0.17012633566598673,0.21126452915776198,GO_BP
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,4,683,182,57622,ENSG00000124882;ENSG00000154269;ENSG00000169429;ENSG00000188257,0.17107095299844055,0.2121066644653562,GO_BP
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,2,236,182,57622,ENSG00000124882;ENSG00000145423,0.1714024981890315,0.2121872294843998,GO_BP
GOBP_KETONE_METABOLIC_PROCESS,2,239,182,57622,ENSG00000073737;ENSG00000163586,0.17476845941144334,0.21568653345127045,GO_BP
GOBP_LYMPHOCYTE_DIFFERENTIATION,3,455,182,57622,ENSG00000103375;ENSG00000183734;ENSG00000211899,0.17477112321114252,0.21568653345127045,GO_BP
GOBP_CALCIUM_MEDIATED_SIGNALING,2,241,182,57622,ENSG00000166869;ENSG00000169429,0.1770183709992713,0.21812170791860674,GO_BP
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,2,243,182,57622,ENSG00000101144;ENSG00000184292,0.1792728598868403,0.2202178957869211,GO_BP
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2,243,182,57622,ENSG00000145423;ENSG00000148346,0.1792728598868403,0.2202178957869211,GO_BP
GOBP_CELL_MATRIX_ADHESION,2,244,182,57622,ENSG00000102854;ENSG00000145113,0.18040177509065555,0.22092278918794125,GO_BP
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,2,244,182,57622,ENSG00000073737;ENSG00000163586,0.18040177509065555,0.22092278918794125,GO_BP
GOBP_BEHAVIOR,4,699,182,57622,ENSG00000106236;ENSG00000124102;ENSG00000148346;ENSG00000163586,0.18097316951302808,0.22128209359811113,GO_BP
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,2,245,182,57622,ENSG00000114374;ENSG00000243709,0.1815317799523565,0.22128529378572095,GO_BP
GOBP_STEM_CELL_DIFFERENTIATION,2,245,182,57622,ENSG00000101144;ENSG00000184292,0.1815317799523565,0.22128529378572095,GO_BP
GOBP_SODIUM_ION_TRANSPORT,2,251,182,57622,ENSG00000066230;ENSG00000080493,0.18833369053979937,0.2292257150912543,GO_BP
GOBP_LIPID_LOCALIZATION,3,473,182,57622,ENSG00000118785;ENSG00000163586;ENSG00000188257,0.1889130915881598,0.22957987924301557,GO_BP
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,3,476,182,57622,ENSG00000140807;ENSG00000167244;ENSG00000188257,0.19129858231801458,0.23212449927612744,GO_BP
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION,2,257,182,57622,ENSG00000124882;ENSG00000179914,0.1951703773047693,0.2364621314073004,GO_BP
GOBP_ENDOCYTOSIS,4,723,182,57622,ENSG00000106483;ENSG00000169429;ENSG00000187908;ENSG00000204936,0.19617325308769257,0.2371245896911365,GO_BP
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,2,258,182,57622,ENSG00000148346;ENSG00000171431,0.19631294548550118,0.2371245896911365,GO_BP
GOBP_REGULATION_OF_HORMONE_SECRETION,2,262,182,57622,ENSG00000100604;ENSG00000118785,0.2008915186802533,0.2419208001051159,GO_BP
GOBP_FAT_CELL_DIFFERENTIATION,2,262,182,57622,ENSG00000101144;ENSG00000145423,0.2008915186802533,0.2419208001051159,GO_BP
GOBP_REGULATION_OF_PROTEIN_SECRETION,2,264,182,57622,ENSG00000100604;ENSG00000171431,0.20318555512966996,0.24431374906830405,GO_BP
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,2,265,182,57622,ENSG00000101144;ENSG00000145423,0.204333703871314,0.24532372289828952,GO_BP
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,2,269,182,57622,ENSG00000154269;ENSG00000204936,0.20893346197679843,0.2504684273095355,GO_BP
GOBP_HEART_PROCESS,2,270,182,57622,ENSG00000100604;ENSG00000175084,0.21008511314693704,0.25147030084956673,GO_BP
GOBP_SIGNAL_RELEASE,3,504,182,57622,ENSG00000100604;ENSG00000118785;ENSG00000183844,0.21391199455106177,0.2556665880820498,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,2,275,182,57622,ENSG00000124882;ENSG00000167244,0.21585286001863677,0.25759951510469997,GO_BP
GOBP_NEUROGENESIS,8,1816,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000140807;ENSG00000145423;ENSG00000148600;ENSG00000164398;ENSG00000167755;ENSG00000183734,0.21757576864869507,0.25926693389874444,GO_BP
GOBP_REGULATION_OF_BLOOD_CIRCULATION,2,277,182,57622,ENSG00000100604;ENSG00000175084,0.21816410220131557,0.25957941009304514,GO_BP
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,2,279,182,57622,ENSG00000080493;ENSG00000105664,0.22047753106587611,0.26194046974393637,GO_BP
GOBP_HEMOPOIESIS,5,1021,182,57622,ENSG00000066405;ENSG00000103375;ENSG00000145423;ENSG00000183734;ENSG00000211899,0.22234709854336848,0.26376794402462195,GO_BP
GOBP_LEARNING_OR_MEMORY,2,284,182,57622,ENSG00000106236;ENSG00000148346,0.22626989427325914,0.26762382740195284,GO_BP
GOBP_SEX_DIFFERENTIATION,2,284,182,57622,ENSG00000124882;ENSG00000145423,0.22626989427325914,0.26762382740195284,GO_BP
GOBP_ANATOMICAL_STRUCTURE_MATURATION,2,285,182,57622,ENSG00000091138;ENSG00000124882,0.227429757486648,0.268596568188979,GO_BP
GOBP_NERVOUS_SYSTEM_PROCESS,7,1568,182,57622,ENSG00000060718;ENSG00000105664;ENSG00000106236;ENSG00000148346;ENSG00000162896;ENSG00000170373;ENSG00000184292,0.22854811207503092,0.26916816621613454,GO_BP
GOBP_VIRAL_LIFE_CYCLE,2,286,182,57622,ENSG00000166825;ENSG00000169429,0.2285900507061645,0.26916816621613454,GO_BP
GOBP_RESPONSE_TO_INSULIN,2,287,182,57622,ENSG00000134240;ENSG00000167244,0.22975075973725276,0.2701353098240077,GO_BP
GOBP_AMINO_ACID_METABOLIC_PROCESS,2,289,182,57622,ENSG00000015413;ENSG00000163586,0.2320733688776134,0.27246371921324525,GO_BP
GOBP_CYTOSKELETON_ORGANIZATION,7,1578,182,57622,ENSG00000108244;ENSG00000133392;ENSG00000163017;ENSG00000171431;ENSG00000175084;ENSG00000184292;ENSG00000188175,0.23317876768552476,0.27335831970202906,GO_BP
GOBP_ORGANELLE_FISSION,3,528,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244,0.23372762144787876,0.27359880393016395,GO_BP
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS,4,784,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244;ENSG00000188373,0.23641325116611864,0.27633619372721063,GO_BP
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,3,533,182,57622,ENSG00000100604;ENSG00000166869;ENSG00000171431,0.23789806221053406,0.27766401395833595,GO_BP
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,3,534,182,57622,ENSG00000167244;ENSG00000183734;ENSG00000188257,0.23873372433621592,0.2782313976158534,GO_BP
GOBP_B_CELL_ACTIVATION,2,296,182,57622,ENSG00000103375;ENSG00000211899,0.24021355191734783,0.2795467650967966,GO_BP
GOBP_MONOATOMIC_CATION_TRANSPORT,5,1053,182,57622,ENSG00000016490;ENSG00000066230;ENSG00000080493;ENSG00000134827;ENSG00000148346,0.24079352465068737,0.27981262134590823,GO_BP
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,3,537,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244,0.2412437573321789,0.2799271586536653,GO_BP
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,2,299,182,57622,ENSG00000124882;ENSG00000166869,0.24370664866966185,0.28237335129701724,GO_BP
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,3,541,182,57622,ENSG00000060718;ENSG00000162896;ENSG00000170373,0.244597367994769,0.28299346645906415,GO_BP
GOBP_MAPK_CASCADE,4,798,182,57622,ENSG00000140807;ENSG00000167244;ENSG00000188257;ENSG00000198842,0.2459211054203787,0.2841120463202053,GO_BP
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,2,302,182,57622,ENSG00000114374;ENSG00000243709,0.24720189532475537,0.28517783866450036,GO_BP
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS,2,305,182,57622,ENSG00000060718;ENSG00000101144,0.2506989417315753,0.28879357108297243,GO_BP
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,3,551,182,57622,ENSG00000066405;ENSG00000124882;ENSG00000140279,0.2530136971127619,0.2910388770256625,GO_BP
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS,3,556,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000145423,0.25723786618537325,0.2954709112316842,GO_BP
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,3,558,182,57622,ENSG00000124882;ENSG00000154269;ENSG00000188257,0.2589303066262494,0.29698634592866646,GO_BP
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,5,1088,182,57622,ENSG00000100604;ENSG00000101144;ENSG00000149968;ENSG00000184292;ENSG00000196611,0.2614265279000401,0.2990395923403388,GO_BP
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,3,561,182,57622,ENSG00000103375;ENSG00000183734;ENSG00000211899,0.26147180435788414,0.2990395923403388,GO_BP
GOBP_REGULATION_OF_ENDOCYTOSIS,2,316,182,57622,ENSG00000106483;ENSG00000204936,0.26353135431507396,0.3009626370657086,GO_BP
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,2,318,182,57622,ENSG00000154269;ENSG00000172016,0.2658653461550189,0.3031931454719127,GO_BP
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,2,320,182,57622,ENSG00000118785;ENSG00000167244,0.2681993545140565,0.3054172906912575,GO_BP
GOBP_POSITIVE_REGULATION_OF_SECRETION,2,322,182,57622,ENSG00000118785;ENSG00000204936,0.2705332868448396,0.30763499475498907,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,2,325,182,57622,ENSG00000101144;ENSG00000188373,0.274033843177932,0.311171097246268,GO_BP
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,2,329,182,57622,ENSG00000066405;ENSG00000166869,0.2787001420754143,0.316018964518561,GO_BP
GOBP_REGULATION_OF_CELL_DEVELOPMENT,4,848,182,57622,ENSG00000066405;ENSG00000101144;ENSG00000118785;ENSG00000183734,0.2805075737311391,0.3176159725319868,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,2,333,182,57622,ENSG00000101144;ENSG00000167244,0.2833645286189454,0.320395120427103,GO_BP
GOBP_COGNITION,2,335,182,57622,ENSG00000106236;ENSG00000148346,0.28569578960893255,0.3221159327602129,GO_BP
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,2,335,182,57622,ENSG00000149968;ENSG00000167244,0.28569578960893255,0.3221159327602129,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,2,346,182,57622,ENSG00000124882;ENSG00000167244,0.29850240075019635,0.3360790820327529,GO_BP
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,2,347,182,57622,ENSG00000073737;ENSG00000163586,0.2996650692622106,0.33691157504621416,GO_BP
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,3,609,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000148600,0.3024869649724238,0.33960454741614854,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,2,354,182,57622,ENSG00000101144;ENSG00000148346,0.3077946959934818,0.34459153025430594,GO_BP
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,2,354,182,57622,ENSG00000145423;ENSG00000169429,0.3077946959934818,0.34459153025430594,GO_BP
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,2,356,182,57622,ENSG00000066405;ENSG00000183734,0.3101142536984366,0.34670076677521844,GO_BP
GOBP_T_CELL_ACTIVATION,3,619,182,57622,ENSG00000167244;ENSG00000183734;ENSG00000188257,0.3110856972445367,0.3468126260597356,GO_BP
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,3,619,182,57622,ENSG00000156966;ENSG00000167080;ENSG00000198488,0.3110856972445367,0.3468126260597356,GO_BP
GOBP_DEVELOPMENTAL_MATURATION,2,362,182,57622,ENSG00000091138;ENSG00000124882,0.3170633105637327,0.3524893787831442,GO_BP
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,5,1179,182,57622,ENSG00000101144;ENSG00000140807;ENSG00000166869;ENSG00000167244;ENSG00000188257,0.31674321562542146,0.3524893787831442,GO_BP
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,2,367,182,57622,ENSG00000106483;ENSG00000145423,0.3228421142312204,0.35791409878558694,GO_BP
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,2,367,182,57622,ENSG00000101144;ENSG00000184292,0.3228421142312204,0.35791409878558694,GO_BP
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION,4,912,182,57622,ENSG00000066405;ENSG00000100604;ENSG00000166869;ENSG00000171431,0.32576449071513347,0.3606516475789238,GO_BP
GOBP_SEXUAL_REPRODUCTION,5,1197,182,57622,ENSG00000067048;ENSG00000091138;ENSG00000114374;ENSG00000124882;ENSG00000167244,0.3278843011471034,0.36249431071263094,GO_BP
GOBP_VIRAL_PROCESS,2,372,182,57622,ENSG00000166825;ENSG00000169429,0.328608789947439,0.36279139639134733,GO_BP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,2,373,182,57622,ENSG00000124882;ENSG00000179914,0.32976057767190003,0.3635587532227596,GO_BP
GOBP_NEURON_DEVELOPMENT,5,1209,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000145423;ENSG00000148600;ENSG00000167755,0.33533526145562226,0.3691934552125523,GO_BP
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,3,659,182,57622,ENSG00000124882;ENSG00000145423;ENSG00000179914,0.3455150129640527,0.3798756219881021,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,4,942,182,57622,ENSG00000101144;ENSG00000105664;ENSG00000145423;ENSG00000148346,0.3471736617804342,0.38117273762375947,GO_BP
GOBP_REGULATION_OF_PROTEIN_STABILITY,2,393,182,57622,ENSG00000114374;ENSG00000134762,0.35267357016712425,0.3866779088884723,GO_BP
GOBP_DETECTION_OF_STIMULUS,3,673,182,57622,ENSG00000060718;ENSG00000162896;ENSG00000170373,0.3575438814582168,0.39147858272454,GO_BP
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,2,399,182,57622,ENSG00000163586;ENSG00000188257,0.35949660331749356,0.3930759563746221,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,2,402,182,57622,ENSG00000101144;ENSG00000188373,0.36289838835062777,0.3962511894747595,GO_BP
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,5,1262,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000166869;ENSG00000167244;ENSG00000183734,0.3683874018797262,0.4007762014529555,GO_BP
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,3,685,182,57622,ENSG00000124882;ENSG00000162896;ENSG00000167244,0.36783174814711267,0.4007762014529555,GO_BP
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,2,407,182,57622,ENSG00000100604;ENSG00000188373,0.36855298927583346,0.4007762014529555,GO_BP
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,2,419,182,57622,ENSG00000104267;ENSG00000148346,0.3820429926006006,0.41487888418837393,GO_BP
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,2,422,182,57622,ENSG00000012817;ENSG00000154269,0.3853967023148147,0.4179506471969925,GO_BP
GOBP_SENSORY_PERCEPTION,4,999,182,57622,ENSG00000060718;ENSG00000162896;ENSG00000170373;ENSG00000184292,0.38787731333422637,0.420068491719788,GO_BP
GOBP_FATTY_ACID_METABOLIC_PROCESS,2,425,182,57622,ENSG00000163586;ENSG00000164398,0.3887425804108406,0.4204335516399852,GO_BP
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,2,434,182,57622,ENSG00000149968;ENSG00000196611,0.3987317298108056,0.43065190899511707,GO_BP
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,2,436,182,57622,ENSG00000100604;ENSG00000106483,0.4009413893505627,0.4324516882426124,GO_BP
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,2,440,182,57622,ENSG00000124882;ENSG00000154269,0.4053493242072498,0.43661442769820136,GO_BP
GOBP_SENSORY_SYSTEM_DEVELOPMENT,2,443,182,57622,ENSG00000101144;ENSG00000140807,0.4086451572874902,0.4395696556768137,GO_BP
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,4,1039,182,57622,ENSG00000106483;ENSG00000167244;ENSG00000183734;ENSG00000243709,0.41627240528771314,0.44716981728612637,GO_BP
GOBP_LOCALIZATION_WITHIN_MEMBRANE,3,745,182,57622,ENSG00000140274;ENSG00000162896;ENSG00000276168,0.4187357731932638,0.44920980520463344,GO_BP
GOBP_PHOSPHORYLATION,3,747,182,57622,ENSG00000124882;ENSG00000145423;ENSG00000179914,0.42041215039730523,0.4504011732385666,GO_BP
GOBP_REGULATION_OF_HEMOPOIESIS,2,455,182,57622,ENSG00000066405;ENSG00000183734,0.4217390445167747,0.45121542934859227,GO_BP
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,2,462,182,57622,ENSG00000133392;ENSG00000163586,0.42930885256034634,0.4586175111728242,GO_BP
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,2,463,182,57622,ENSG00000140274;ENSG00000162896,0.430386031213693,0.4586175111728242,GO_BP
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,2,463,182,57622,ENSG00000166869;ENSG00000276168,0.430386031213693,0.4586175111728242,GO_BP
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,4,1060,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000166165;ENSG00000167755,0.43107078956971406,0.45873308622659414,GO_BP
GOBP_CELL_CYCLE_PROCESS,5,1371,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244;ENSG00000188175;ENSG00000188373,0.4362743481245482,0.46365070908830486,GO_BP
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,2,470,182,57622,ENSG00000124882;ENSG00000166869,0.4378961570480049,0.46475378801361583,GO_BP
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,2,471,182,57622,ENSG00000080493;ENSG00000091138,0.4389646817211302,0.4652674922104123,GO_BP
